0	0
1	1
2	84225
3	60806
4	117043
5	15228
6	128676
7	106605
8	43951
9	98004
10	93269
11	73128
12	107808
13	98837
14	70732
15	38911
16	60471
17	66274
18	12434
19	31425
20	113368
21	108099
22	4331
23	108790
24	26329
25	23926
26	13447
27	109486
28	128906
29	15979
30	54082
31	48677
32	35261
33	122324
34	129135
35	67712
36	22555
37	65084
38	24415
39	89598
40	11978
41	45017
42	119267
43	62582
44	14544
45	84877
46	45423
47	26292
48	63806
49	17283
50	7496
51	66419
52	46916
53	130999
54	75172
55	117201
56	32520
57	69839
58	5509
59	57028
60	63182
61	27463
62	125653
63	54234
64	30567
65	36600
66	126286
67	45143
68	51819
69	115130
70	9940
71	35203
72	20297
73	91052
74	88987
75	119800
76	13817
77	60242
78	22461
79	77200
80	46682
81	106769
82	47575
83	2586
84	38026
85	29071
86	126353
87	44050
88	44853
89	27908
90	11843
91	84212
92	19033
93	96806
94	114105
95	76096
96	54807
97	97248
98	95469
99	97692
100	95118
101	76855
102	108514
103	23773
104	58081
105	39532
106	118496
107	4843
108	98500
109	2567
110	121427
111	128022
112	35742
113	51389
114	48320
115	88933
116	111067
117	182
118	61459
119	58872
120	40489
121	67696
122	10124
123	5459
124	91088
125	67527
126	44259
127	93298
128	96534
129	123751
130	83158
131	31265
132	130416
133	38223
134	46630
135	31391
136	114678
137	61693
138	68813
139	124736
140	130092
141	82281
142	14721
143	73794
144	88998
145	12035
146	62402
147	9185
148	81948
149	116471
150	106222
151	48259
152	113671
153	73176
154	39576
155	106433
156	90113
157	13200
158	77832
159	116511
160	34839
161	83470
162	36100
163	59291
164	70884
165	75955
166	26465
167	130992
168	16943
169	22860
170	51655
171	95778
172	72032
173	61517
174	58398
175	43445
176	13843
177	5854
178	108196
179	8943
180	79164
181	59327
182	119581
183	107800
184	56682
185	75997
186	115494
187	102935
188	72185
189	73216
190	94499
191	53852
192	89140
193	81883
194	111324
195	30133
196	44141
197	81356
198	78867
199	65844
200	67925
201	49088
202	92486
203	97109
204	16048
205	31339
206	75829
207	51304
208	86926
209	57013
210	10434
211	383
212	15371
213	17278
214	12753
215	125474
216	75694
217	98287
218	53785
219	77534
220	36759
221	75160
222	3254
223	575
224	34296
225	111231
226	21443
227	49346
228	27956
229	43261
230	118169
231	44246
232	56385
233	16060
234	33921
235	115450
236	62257
237	123778
238	122215
239	92498
240	5878
241	53157
242	87401
243	10428
244	25062
245	84731
246	21743
247	56180
248	28174
249	90663
250	107370
251	68549
252	56994
253	8389
254	25936
255	81841
256	97917
257	54276
258	123847
259	126264
260	22404
261	4019
262	113832
263	16409
264	129950
265	99485
266	125151
267	13146
268	5595
269	104598
270	94220
271	88519
272	124640
273	107085
274	61182
275	69333
276	20677
277	124454
278	11853
279	15400
280	82498
281	54165
282	50343
283	61942
284	13275
285	20546
286	50088
287	66743
288	54768
289	11233
290	28825
291	76302
292	58524
293	125123
294	79715
295	106426
296	23755
297	96160
298	30553
299	63668
300	43547
301	29502
302	128799
303	35516
304	53721
305	114972
306	123156
307	87383
308	32617
309	40418
310	14642
311	98111
312	31139
313	48156
314	116629
315	42668
316	4271
317	75614
318	55311
319	19320
320	2843
321	88316
322	17801
323	45800
324	22237
325	63348
326	93913
327	27638
328	7545
329	39908
330	56592
331	130827
332	34563
333	127952
334	78332
335	123305
336	48780
337	959
338	91578
339	31759
340	31894
341	78827
342	53558
343	15053
344	35247
345	123366
346	121954
347	69805
348	35849
349	5646
350	44882
351	102867
352	100443
353	102356
354	130586
355	23827
356	52488
357	80073
358	118239
359	105624
360	103137
361	16404
362	92763
363	72744
364	4110
365	12469
366	106018
367	6687
368	106872
369	18467
370	17053
371	3904
372	31735
373	24802
374	61060
375	86295
376	105091
377	108194
378	63389
379	94010
380	34736
381	84447
382	39992
383	63185
384	84596
385	31357
386	41743
387	14208
388	77528
389	126111
390	110901
391	55284
392	107224
393	83883
394	50520
395	99501
396	65992
397	5877
398	69854
399	107365
400	72814
401	115379
402	90289
403	6890
404	124702
405	52109
406	60759
407	25922
408	120195
409	56868
410	75687
411	100486
412	125263
413	69798
414	28157
415	77970
416	104773
417	130340
418	18669
419	100362
420	58748
421	95059
422	16962
423	28907
424	97585
425	52266
426	8802
427	14335
428	50868
429	34273
430	61297
431	67746
432	87019
433	55646
434	71655
435	80340
436	45070
437	51445
438	98964
439	24297
440	104158
441	117009
442	89129
443	42848
444	45703
445	73478
446	69350
447	67553
448	27991
449	107712
450	87812
451	80405
452	97732
453	83485
454	78081
455	44638
456	5754
457	2711
458	107218
459	6841
460	115029
461	12278
462	66411
463	84302
464	5703
465	12548
466	47536
467	80501
468	104712
469	19461
470	16489
471	12770
472	19499
473	114194
474	27943
475	15256
476	66776
477	66735
478	21314
479	128947
480	38571
481	2900
482	103467
483	44370
484	40621
485	127260
486	60091
487	8588
488	57694
489	109019
490	93477
491	98598
492	12004
493	37935
494	54281
495	117316
496	28943
497	66084
498	58923
499	12678
500	59093
501	26544
502	67431
503	8836
504	10171
505	33258
506	15972
507	81075
508	30685
509	74690
510	71828
511	124941
512	37728
513	61737
514	7797
515	121018
516	16657
517	119062
518	113298
519	101907
520	119291
521	26312
522	119317
523	115104
524	115766
525	98635
526	45390
527	86197
528	130386
529	29135
530	58851
531	52728
532	110847
533	118316
534	122584
535	1165
536	40584
537	51055
538	67778
539	62883
540	5273
541	114480
542	62533
543	64362
544	34847
545	114238
546	15833
547	44926
548	82683
549	99988
550	33195
551	123202
552	116316
553	75015
554	130401
555	47804
556	51972
557	121361
558	100015
559	78652
560	96921
561	107116
562	23291
563	75400
564	12193
565	66842
566	31061
567	63336
568	5531
569	71700
570	113410
571	70155
572	100127
573	96478
574	89872
575	1111
576	85338
577	120461
578	70503
579	11318
580	60180
581	98957
582	115647
583	69280
584	40000
585	119533
586	19590
587	42669
588	130482
589	82257
590	23522
591	82823
592	3682
593	97121
594	116219
595	70782
596	79856
597	110781
598	101119
599	43316
600	130617
601	89664
602	47963
603	114596
604	23
605	86560
606	13283
607	50514
608	98024
609	45399
610	71686
611	95039
612	114739
613	130498
614	53323
615	84284
616	41770
617	47599
618	19263
619	128380
620	55885
621	78534
622	83150
623	67779
624	41316
625	32783
626	86574
627	55235
628	32867
629	86854
630	1471
631	29212
632	89575
633	43510
634	8278
635	28865
636	113500
637	113923
638	110715
639	4770
640	10980
641	53981
642	119600
643	36751
644	112064
645	49079
646	80514
647	103539
648	66864
649	10355
650	29215
651	64474
652	23976
653	33445
654	23569
655	75674
656	100945
657	40124
658	124449
659	87114
660	35497
661	28170
662	102479
663	53354
664	33988
665	18259
666	26191
667	65886
668	82816
669	29273
670	55197
671	17090
672	84263
673	58742
674	34848
675	33015
676	118422
677	102537
678	96519
679	33694
680	27179
681	4864
682	75223
683	63610
684	10790
685	106819
686	4940
687	15535
688	29990
689	14243
690	8581
691	116614
692	27979
693	122240
694	85886
695	88883
696	96107
697	57492
698	109875
699	106058
700	108730
701	118027
702	1140
703	116035
704	108187
705	108348
706	35943
707	76102
708	85376
709	48745
710	70122
711	83589
712	6862
713	118291
714	114377
715	118418
716	13929
717	4346
718	58616
719	91885
720	11044
721	115799
722	38012
723	57225
724	24547
725	17118
726	103981
727	12182
728	112176
729	101433
730	100243
731	6428
732	66891
733	52492
734	17022
735	11967
736	60821
737	112730
738	131002
739	69363
740	73243
741	113050
742	96930
743	31141
744	89368
745	122285
746	49612
747	124415
748	26922
749	72657
750	33640
751	21781
752	130206
753	83845
754	97045
755	25736
756	37068
757	121241
758	90577
759	101378
760	27986
761	66355
762	25634
763	44741
764	116412
765	88723
766	47450
767	98803
768	88158
769	36975
770	496
771	27975
772	92901
773	86170
774	83421
775	56100
776	13449
777	10690
778	123868
779	23057
780	49550
781	77451
782	24653
783	11214
784	17094
785	25635
786	36556
787	68783
788	61345
789	80650
790	87357
791	75024
792	69456
793	64719
794	85409
795	72376
796	91531
797	91226
798	20972
799	128187
800	24849
801	64840
802	65644
803	14515
804	84799
805	9512
806	89300
807	104005
808	65822
809	18493
810	61080
811	829
812	60556
813	22497
814	30108
815	92791
816	124733
817	38320
818	70628
819	116207
820	21199
821	53772
822	118912
823	62661
824	42611
825	388
826	56401
827	122656
828	119869
829	33156
830	55433
831	10678
832	99429
833	46538
834	3811
835	39882
836	49889
837	256
838	16113
839	88470
840	31539
841	40934
842	98126
843	16157
844	129547
845	60560
846	100576
847	80637
848	46071
849	27788
850	44245
851	120616
852	92847
853	18330
854	795
855	35496
856	93664
857	26593
858	130105
859	86718
860	29444
861	35659
862	103499
863	51330
